"country_name","country_iso_a2","country_iso_a3","continent","un_region","wb_region","lon","lat","poly_no"
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-64.3034079657425,-42.3590162086695,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-63.7559478420424,-42.0436866188245,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-63.4580590480959,-42.5631381162224,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-64.3788038804563,-42.8735584449996,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-65.1818039618397,-43.4953809547678,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-65.3288234117101,-44.5013660621937,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-65.5652689276616,-45.0367855771698,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-66.5099657863894,-45.0396277809458,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-67.2937939113924,-45.5518962542552,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-67.5805464341801,-46.3017729632425,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-66.5970664130173,-47.0339246559538,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-65.6410265774014,-47.2361345355119,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-65.9850882636007,-48.1332890765311,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-67.1661789618477,-48.6973373349969,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-67.8160876125665,-49.8696688779704,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-68.7287450832732,-50.2642184385189,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-69.1385391913478,-50.7325102679478,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-68.8155614895235,-51.7711040115941,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-68.1499948798204,-52.3499834061277,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-68.5715453762413,-52.2994438553463,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-69.4983621893961,-52.1427609126373,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-71.9148038397963,-52.0090223058659,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-72.329403856074,-51.4259563128724,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-72.3099735175324,-50.6770097796664,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-72.9757468329646,-50.7414502907343,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-73.3280509101145,-50.3787850889099,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-73.41543575712,-49.318436374713,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-72.6482474433149,-48.8786182594768,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-72.331160854772,-48.2442383766618,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-72.4473553127803,-47.7385328102535,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-71.9172584703302,-46.8848381487918,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-71.5520094468912,-45.5607329241771,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-71.6593155585453,-44.9736886533414,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-71.2227788967597,-44.7842428525594,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-71.3298007880362,-44.4075216611517,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-71.7936226060719,-44.2071721331561,2
